0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	15	20	20	20	20	20	20	20	20	20	20	20	20	20	20	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	30	30	30	30	30	35	35	35	35	35	35	40	45	45	45	45	45	45	50	50	50	50	50	50	50	50	50	50	50	50	50	55	55	55	60
0	0	0	0	0	0	0	0	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	15	20	20	20	20	20	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	30	30	35	35	40	40	40	40	40	40	40	45	45	45	45	45	45	50	50	55	60	60	60	60	60	65	70	70	70	75	75	75	75	80	80	80	80	80	80	80	80	80	80	80	80	80	85	85	85	85	85	85
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	10	15	15	15	15	15	15	15	15	15	15	20	20	20	20	20	20	20	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	30	30	30	30	30	30	30	30	30	35	35	35	35	35	40	40	40	40	40	40	40	40	40	40	45	45	45	45	45	45	45	50	50	50	50	50	50	50	50
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	10	10	10	10	15	15	15	15	15	20	20	20	20	20	25	30	35	35	35	40	45	50	50	50	50	50	55	55	55	55	55	55	55	55	55	55	55	55	55
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	10	10	10	10	10	10	10	10	10	15	15	15	15	15	20	25	30	30	30	30	30	30	30	30	30	35	40	45	45	50	50	50	50	50	55	55	55	55	55	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	65	70	70	70	70	70	75	80	80	80	80	80	80	80	80	80	80
0	0	0	0	0	0	0	0	0	0	0	5	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	20	20	25	25	25	25	25	25	25	25	25	25	30	35	35	35	35	35	35	35	35	35	40	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	50	50	50	50	50	50	50	50	50	55	55	55	55	55	55	55	55	60	60	60	60	60	60	60	60	60	60	60	60	60
0	0	0	0	0	0	5	5	5	10	10	15	15	15	15	15	15	15	15	15	15	15	15	15	20	25	30	30	30	30	30	30	30	30	30	30	30	30	35	35	40	45	45	45	45	45	45	45	45	45	45	45	45	45	50	55	55	55	55	55	55	60	60	60	60	65	65	65	70	70	70	70	70	70	70	70	75	75	75	75	75	75	75	75	75	75	75	75	75	80	80	80	80	80	80	80	80	80	85	85
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	10	10	10	15	20	20	20	20	20	20	20	20	25	25	25	25	25	25	25	25	25	30	30	30	30	30	30	30	30	30	35	35	35	40	40	40	45	45	45	50	50	50	50	50	50	55	60	65	65	65	65	65	70	70	75	75	80	85	90	90	90	90	95	95	95	95	95	95	95	95	95	100	100	100	100	100	100	100	100	100	105	105
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	15	20	25	30	30	30	30	30	30	30	30	30	35	40	45	50	55	60	60	60	60	60	60	60	60	65	65	65	70	70	70	70	70	70	70	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	80	80	80	80	80	85	85	85	85	85	85	90	90	90	90	90	90	90	90	90	90	90	90	90
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	15	15	15	15	15	20	20	20	20	20	20	25	30	30	30	30	35	35	35	35	35	35	40	40	40	40	40	40	40	40	40	40	40	40	40	40	45	50	55	55	55	55	55	55	60	60	60	60	60	60	60	60	60	65	70	70	70	70	70	70	70	70	70	75	75	75
